"Date","Price","Open","High","Low","Vol.","Change %"
"02/07/2000","301.80","310.00","301.80","301.80","","-4.25%"
"02/04/2000","315.20","287.75","315.20","315.20","","9.67%"
"02/03/2000","287.40","285.00","287.40","287.40","","0.88%"
"02/02/2000","284.88","282.88","284.88","284.88","","0.80%"
"02/01/2000","282.62","283.27","282.62","282.62","","-0.22%"
"01/31/2000","283.23","283.32","283.23","283.23","","0.17%"
"01/28/2000","282.75","286.70","282.75","282.75","","-1.45%"
"01/27/2000","286.90","286.20","286.90","286.90","","0.33%"
"01/26/2000","285.95","285.95","285.95","285.95","","0.03%"
"01/25/2000","285.85","287.60","285.85","285.85","","-0.64%"
"01/24/2000","287.70","289.05","287.70","287.70","","-0.48%"
"01/21/2000","289.10","288.60","289.10","289.10","","0.17%"
"01/20/2000","288.62","289.62","288.62","288.62","","-0.31%"
"01/19/2000","289.52","288.77","289.52","289.52","","0.30%"
"01/18/2000","288.65","285.55","288.65","288.65","","1.09%"
"01/17/2000","285.55","284.10","285.55","285.55","","0.55%"
"01/14/2000","284.00","284.20","284.00","284.00","","-0.09%"
"01/13/2000","284.25","282.60","284.25","284.25","","0.63%"
"01/12/2000","282.48","283.27","282.48","282.48","","-0.32%"
"01/11/2000","283.38","281.48","283.38","283.38","","0.68%"
"01/10/2000","281.48","281.88","281.48","281.48","","-0.10%"
"01/07/2000","281.75","281.15","281.75","281.75","","0.18%"
"01/06/2000","281.23","280.12","281.23","281.23","","0.08%"
"01/05/2000","281.00","281.50","281.00","281.00","","-0.51%"
"01/04/2000","282.45","288.75","282.45","282.45","","-2.27%"
"01/03/2000","289.00","288.50","289.00","289.00","","0.26%"
"12/31/1999","288.25","288.50","288.25","288.25","","-0.02%"
"12/30/1999","288.30","291.10","288.30","288.30","","-0.83%"
"12/29/1999","290.70","290.25","290.70","290.70","","0.31%"
"12/28/1999","289.80","288.00","289.80","289.80","","0.62%"
"12/27/1999","288.00","287.75","288.00","288.00","","0.09%"
"12/24/1999","287.75","286.75","287.75","287.75","","0.28%"
"12/23/1999","286.95","287.00","286.95","286.95","","-0.03%"
"12/22/1999","287.05","287.50","287.05","287.05","","-0.07%"
"12/21/1999","287.25","284.50","287.25","287.25","","1.06%"
"12/20/1999","284.25","283.70","284.25","284.25","","0.16%"
"12/17/1999","283.80","282.20","283.80","283.80","","0.66%"
"12/16/1999","281.95","282.65","281.95","281.95","","-0.28%"
"12/15/1999","282.75","280.15","282.75","282.75","","1.00%"
"12/14/1999","279.95","280.25","279.95","279.95","","-0.05%"
"12/13/1999","280.10","279.50","280.10","280.10","","0.38%"
"12/10/1999","279.05","278.25","279.05","279.05","","0.29%"
"12/09/1999","278.25","282.55","278.25","278.25","","-1.42%"
"12/08/1999","282.25","283.75","282.25","282.25","","-0.37%"
"12/07/1999","283.30","277.00","283.30","283.30","","2.50%"
"12/06/1999","276.40","280.20","276.40","276.40","","-1.32%"
"12/03/1999","280.10","285.20","280.10","280.10","","-1.72%"
"12/02/1999","285.00","289.60","285.00","285.00","","-1.55%"
"12/01/1999","289.50","290.70","289.50","289.50","","-0.47%"
"11/30/1999","290.88","291.12","290.88","290.88","","-0.11%"
"11/29/1999","291.20","297.50","291.20","291.20","","-2.28%"
"11/26/1999","298.00","297.50","298.00","298.00","","-0.13%"
"11/25/1999","298.38","298.38","298.38","298.38","","-0.17%"
"11/24/1999","298.90","298.30","298.90","298.90","","0.26%"
"11/23/1999","298.12","294.88","298.12","298.12","","1.23%"
"11/22/1999","294.50","294.40","294.50","294.50","","-0.17%"
"11/19/1999","295.00","294.00","295.00","295.00","","0.25%"
"11/18/1999","294.25","294.60","294.25","294.25","","-0.04%"
"11/17/1999","294.38","294.12","294.38","294.38","","-0.04%"
"11/16/1999","294.50","291.50","294.50","294.50","","1.03%"
"11/15/1999","291.50","292.00","291.50","291.50","","0.07%"
"11/12/1999","291.30","293.75","291.30","291.30","","-0.99%"
"11/11/1999","294.20","298.50","294.20","294.20","","-1.37%"
"11/10/1999","298.30","292.25","298.30","298.30","","1.98%"
"11/09/1999","292.50","290.00","292.50","292.50","","0.95%"
"11/08/1999","289.75","290.25","289.75","289.75","","-0.26%"
"11/05/1999","290.50","292.75","290.50","290.50","","-0.68%"
"11/04/1999","292.50","291.75","292.50","292.50","","0.34%"
"11/03/1999","291.50","291.50","291.50","291.50","","0.17%"
"11/02/1999","291.00","290.05","291.00","291.00","","0.17%"
"11/01/1999","290.50","297.50","290.50","290.50","","-2.94%"
"10/29/1999","299.30","300.00","299.30","299.30","","0.10%"
"10/28/1999","299.00","295.00","299.00","299.00","","1.75%"
"10/27/1999","293.85","289.50","293.85","293.85","","1.68%"
"10/26/1999","289.00","298.60","289.00","289.00","","-3.18%"
"10/25/1999","298.50","301.80","298.50","298.50","","-1.45%"
"10/22/1999","302.90","305.25","302.90","302.90","","-0.53%"
"10/21/1999","304.50","306.50","304.50","304.50","","-0.28%"
"10/20/1999","305.35","308.00","305.35","305.35","","-1.02%"
"10/19/1999","308.50","310.75","308.50","308.50","","-0.96%"
"10/18/1999","311.50","315.25","311.50","311.50","","-1.24%"
"10/15/1999","315.40","313.75","315.40","315.40","","0.61%"
"10/14/1999","313.50","322.25","313.50","313.50","","-2.56%"
"10/13/1999","321.75","318.00","321.75","321.75","","1.34%"
"10/12/1999","317.50","320.00","317.50","317.50","","-0.47%"
"10/11/1999","319.00","320.00","319.00","319.00","","-0.47%"
"10/08/1999","320.50","324.50","320.50","320.50","","-0.87%"
"10/07/1999","323.30","326.00","323.30","323.30","","-0.83%"
"10/06/1999","326.00","326.50","326.00","326.00","","-0.46%"
"10/05/1999","327.50","320.50","327.50","327.50","","2.83%"
"10/04/1999","318.50","305.50","318.50","318.50","","4.32%"
"10/01/1999","305.30","299.00","305.30","305.30","","1.94%"
"09/30/1999","299.50","302.00","299.50","299.50","","-0.99%"
"09/29/1999","302.50","309.00","302.50","302.50","","-2.12%"
"09/28/1999","309.05","283.05","309.05","309.05","","9.35%"
"09/27/1999","282.62","272.88","282.62","282.62","","5.16%"
"09/24/1999","268.75","265.95","268.75","268.75","","0.94%"
"09/23/1999","266.25","264.10","266.25","266.25","","0.76%"
"09/22/1999","264.25","260.65","264.25","264.25","","1.38%"
"09/21/1999","260.65","254.95","260.65","260.65","","2.22%"
"09/20/1999","255.00","255.05","255.00","255.00","","-0.08%"
"09/17/1999","255.20","256.25","255.20","255.20","","-0.33%"
"09/16/1999","256.05","256.85","256.05","256.05","","-0.27%"
"09/15/1999","256.75","257.40","256.75","256.75","","-0.25%"
"09/14/1999","257.40","256.70","257.40","257.40","","0.37%"
"09/13/1999","256.45","256.40","256.45","256.45","","-0.04%"
"09/10/1999","256.55","257.25","256.55","256.55","","-0.27%"
"09/09/1999","257.25","256.00","257.25","257.25","","0.43%"
"09/08/1999","256.15","255.85","256.15","256.15","","0.08%"
"09/07/1999","255.95","254.75","255.95","255.95","","0.49%"
"09/06/1999","254.70","254.40","254.70","254.70","","0.18%"
"09/03/1999","254.25","255.30","254.25","254.25","","-0.47%"
"09/02/1999","255.45","254.05","255.45","255.45","","0.63%"
"09/01/1999","253.85","255.80","253.85","253.85","","-0.67%"
"08/31/1999","255.55","254.25","255.55","255.55","","0.63%"
"08/30/1999","253.95","253.55","253.95","253.95","","0.08%"
"08/27/1999","253.75","252.85","253.75","253.75","","0.40%"
"08/26/1999","252.75","252.35","252.75","252.75","","0.08%"
"08/25/1999","252.55","253.25","252.55","252.55","","-0.28%"
"08/24/1999","253.25","254.25","253.25","253.25","","-0.39%"
"08/23/1999","254.25","257.85","254.25","254.25","","-1.22%"
"08/20/1999","257.40","258.50","257.40","257.40","","-0.43%"
"08/19/1999","258.50","259.60","258.50","258.50","","-0.44%"
"08/18/1999","259.65","261.40","259.65","259.65","","-0.73%"
"08/17/1999","261.55","259.95","261.55","261.55","","0.58%"
"08/16/1999","260.05","260.45","260.05","260.05","","-0.23%"
"08/13/1999","260.65","260.75","260.65","260.65","","-0.04%"
"08/12/1999","260.75","259.40","260.75","260.75","","0.70%"
"08/11/1999","258.95","257.70","258.95","258.95","","0.54%"
"08/10/1999","257.55","257.35","257.55","257.55","","0.12%"
"08/09/1999","257.25","256.15","257.25","257.25","","0.39%"
"08/06/1999","256.25","255.35","256.25","256.25","","0.20%"
"08/05/1999","255.75","256.25","255.75","255.75","","-0.16%"
"08/04/1999","256.15","256.25","256.15","256.15","","0.04%"
"08/03/1999","256.05","255.05","256.05","256.05","","0.35%"
"08/02/1999","255.15","255.95","255.15","255.15","","-0.31%"
"07/30/1999","255.95","256.65","255.95","255.95","","-0.31%"
"07/29/1999","256.75","254.25","256.75","256.75","","1.02%"
"07/28/1999","254.15","254.05","254.15","254.15","","0.04%"
"07/27/1999","254.05","253.85","254.05","254.05","","0.12%"
"07/26/1999","253.75","254.50","253.75","253.75","","-0.39%"
"07/23/1999","254.75","255.35","254.75","254.75","","-0.47%"
"07/22/1999","255.95","255.65","255.95","255.95","","0.31%"
"07/21/1999","255.15","253.35","255.15","255.15","","0.71%"
"07/20/1999","253.35","253.30","253.35","253.35","","0.04%"
"07/19/1999","253.25","254.00","253.25","253.25","","-0.20%"
"07/16/1999","253.75","254.05","253.75","253.75","","-0.12%"
"07/15/1999","254.05","253.70","254.05","254.05","","0.02%"
"07/14/1999","254.00","255.95","254.00","254.00","","-0.72%"
"07/13/1999","255.85","255.55","255.85","255.85","","0.08%"
"07/12/1999","255.65","257.15","255.65","255.65","","-0.54%"
"07/09/1999","257.05","256.60","257.05","257.05","","0.21%"
"07/08/1999","256.50","257.15","256.50","256.50","","-0.25%"
"07/07/1999","257.15","257.15","257.15","257.15","","-0.04%"
"07/06/1999","257.25","262.25","257.25","257.25","","-1.85%"
"07/05/1999","262.10","263.20","262.10","262.10","","-0.44%"
"07/02/1999","263.25","263.35","263.25","263.25","","-0.08%"
"07/01/1999","263.45","262.50","263.45","263.45","","0.36%"
"06/30/1999","262.50","260.75","262.50","262.50","","0.67%"
"06/29/1999","260.75","260.55","260.75","260.75","","0.08%"
"06/28/1999","260.55","259.50","260.55","260.55","","0.35%"
"06/25/1999","259.65","260.90","259.65","259.65","","-0.50%"
"06/24/1999","260.95","260.75","260.95","260.95","","0.12%"
"06/23/1999","260.65","258.15","260.65","260.65","","0.89%"
"06/22/1999","258.35","258.95","258.35","258.35","","-0.25%"
"06/21/1999","259.00","259.10","259.00","259.00","","-0.21%"
"06/18/1999","259.55","258.35","259.55","259.55","","0.43%"
"06/17/1999","258.45","258.50","258.45","258.45","","0.02%"
"06/16/1999","258.40","258.90","258.40","258.40","","-0.29%"
"06/15/1999","259.15","260.50","259.15","259.15","","-0.52%"
"06/14/1999","260.50","260.15","260.50","260.50","","-0.06%"
"06/11/1999","260.65","258.05","260.65","260.65","","0.85%"
"06/10/1999","258.45","259.20","258.45","258.45","","-0.35%"
"06/09/1999","259.35","262.25","259.35","259.35","","-1.11%"
"06/08/1999","262.25","265.45","262.25","262.25","","-1.28%"
"06/07/1999","265.65","265.45","265.65","265.65","","0.11%"
"06/04/1999","265.35","266.15","265.35","265.35","","-0.15%"
"06/03/1999","265.75","265.25","265.75","265.75","","0.13%"
"06/02/1999","265.40","267.70","265.40","265.40","","-0.84%"
"06/01/1999","267.65","270.05","267.65","267.65","","-1.00%"
"05/31/1999","270.35","270.20","270.35","270.35","","0.04%"
"05/28/1999","270.25","270.45","270.25","270.25","","-0.09%"
"05/27/1999","270.50","269.10","270.50","270.50","","0.50%"
"05/26/1999","269.15","270.60","269.15","269.15","","-0.52%"
"05/25/1999","270.55","272.95","270.55","270.55","","-0.70%"
"05/24/1999","272.45","273.05","272.45","272.45","","-0.20%"
"05/21/1999","273.00","274.45","273.00","273.00","","-0.53%"
"05/20/1999","274.45","273.25","274.45","274.45","","0.48%"
"05/19/1999","273.15","273.85","273.15","273.15","","-0.33%"
"05/18/1999","274.05","275.65","274.05","274.05","","-0.15%"
"05/17/1999","274.45","275.90","274.45","274.45","","-0.54%"
"05/14/1999","275.95","277.65","275.95","275.95","","-0.65%"
"05/13/1999","277.75","277.15","277.75","277.75","","0.25%"
"05/12/1999","277.05","278.05","277.05","277.05","","-0.43%"
"05/11/1999","278.25","278.25","278.25","278.25","","0.07%"
"05/10/1999","278.05","282.35","278.05","278.05","","-1.66%"
"05/07/1999","282.75","289.05","282.75","282.75","","-2.28%"
"05/06/1999","289.35","287.05","289.35","289.35","","0.70%"
"05/05/1999","287.35","285.75","287.35","287.35","","0.63%"
"05/04/1999","285.55","286.45","285.55","285.55","","-0.28%"
"05/03/1999","286.35","286.25","286.35","286.35","","-0.10%"
"04/30/1999","286.65","285.75","286.65","286.65","","0.21%"
"04/29/1999","286.05","282.90","286.05","286.05","","1.17%"
"04/28/1999","282.75","281.95","282.75","282.75","","0.27%"
"04/27/1999","282.00","281.15","282.00","282.00","","0.27%"
"04/26/1999","281.25","283.45","281.25","281.25","","-0.81%"
"04/23/1999","283.55","283.55","283.55","283.55","","0.00%"
"04/22/1999","283.55","283.75","283.55","283.55","","-0.11%"
"04/21/1999","283.85","284.35","283.85","283.85","","-0.18%"
"04/20/1999","284.35","284.55","284.35","284.35","","-0.07%"
"04/19/1999","284.55","283.25","284.55","284.55","","0.25%"
"04/16/1999","283.85","283.95","283.85","283.85","","-0.05%"
"04/15/1999","284.00","282.25","284.00","284.00","","0.91%"
"04/14/1999","281.45","283.55","281.45","281.45","","-0.67%"
"04/13/1999","283.35","282.50","283.35","283.35","","0.18%"
"04/12/1999","282.85","281.55","282.85","282.85","","0.46%"
"04/09/1999","281.55","280.55","281.55","281.55","","0.32%"
"04/08/1999","280.65","280.25","280.65","280.65","","0.11%"
"04/07/1999","280.35","280.05","280.35","280.35","","0.13%"
"04/06/1999","280.00","278.35","280.00","280.00","","0.56%"
"04/05/1999","278.45","279.30","278.45","278.45","","-0.29%"
"04/02/1999","279.25","279.75","279.25","279.25","","-0.43%"
"04/01/1999","280.45","280.10","280.45","280.45","","0.14%"
"03/31/1999","280.05","279.25","280.05","280.05","","0.29%"
"03/30/1999","279.25","280.25","279.25","279.25","","-0.39%"
"03/29/1999","280.35","279.90","280.35","280.35","","0.21%"
"03/26/1999","279.75","283.25","279.75","279.75","","-1.31%"
"03/25/1999","283.45","283.85","283.45","283.45","","-0.21%"
"03/24/1999","284.05","284.55","284.05","284.05","","-0.18%"
"03/23/1999","284.55","284.65","284.55","284.55","","0.04%"
"03/22/1999","284.45","284.45","284.45","284.45","","0.07%"
"03/19/1999","284.25","283.10","284.25","284.25","","0.35%"
"03/18/1999","283.25","284.10","283.25","283.25","","-0.25%"
"03/17/1999","283.95","284.05","283.95","283.95","","0.11%"
"03/16/1999","283.65","286.95","283.65","283.65","","-1.13%"
"03/15/1999","286.90","292.70","286.90","286.90","","-1.86%"
"03/12/1999","292.35","294.45","292.35","292.35","","-0.61%"
"03/11/1999","294.15","292.75","294.15","294.15","","0.38%"
"03/10/1999","293.05","292.00","293.05","293.05","","0.38%"
"03/09/1999","291.95","291.45","291.95","291.95","","0.24%"
"03/08/1999","291.25","288.10","291.25","291.25","","1.08%"
"03/05/1999","288.15","288.35","288.15","288.15","","0.07%"
"03/04/1999","287.95","286.55","287.95","287.95","","0.31%"
"03/03/1999","287.05","286.85","287.05","287.05","","0.03%"
"03/02/1999","286.95","286.45","286.95","286.95","","0.16%"
"03/01/1999","286.50","286.90","286.50","286.50","","-0.10%"
"02/26/1999","286.80","287.80","286.80","286.80","","-0.33%"
"02/25/1999","287.75","287.75","287.75","287.75","","0.00%"
"02/24/1999","287.75","287.35","287.75","287.75","","0.17%"
"02/23/1999","287.25","287.05","287.25","287.25","","0.03%"
"02/22/1999","287.15","287.60","287.15","287.15","","-0.38%"
"02/19/1999","288.25","286.35","288.25","288.25","","0.87%"
"02/18/1999","285.75","285.05","285.75","285.75","","0.32%"
"02/17/1999","284.85","284.35","284.85","284.85","","-0.21%"
"02/16/1999","285.45","288.85","285.45","285.45","","-1.40%"
"02/15/1999","289.50","289.40","289.50","289.50","","-0.02%"
"02/12/1999","289.55","287.65","289.55","289.55","","0.63%"
"02/11/1999","287.75","287.10","287.75","287.75","","0.17%"
"02/10/1999","287.25","287.50","287.25","287.25","","-0.14%"
"02/09/1999","287.65","289.05","287.65","287.65","","-0.64%"
"02/08/1999","289.50","288.75","289.50","289.50","","0.33%"
"02/05/1999","288.55","289.55","288.55","288.55","","-0.31%"
"02/04/1999","289.45","287.50","289.45","289.45","","0.66%"
"02/03/1999","287.55","288.45","287.55","287.55","","-0.38%"
"02/02/1999","288.65","288.65","288.65","288.65","","-0.03%"
"02/01/1999","288.75","286.65","288.75","288.75","","0.84%"
"01/29/1999","286.35","284.35","286.35","286.35","","0.77%"
"01/28/1999","284.15","283.30","284.15","284.15","","0.28%"
"01/27/1999","283.35","286.05","283.35","283.35","","-0.98%"
"01/26/1999","286.15","287.75","286.15","286.15","","-0.59%"
"01/25/1999","287.85","286.45","287.85","287.85","","0.45%"
"01/22/1999","286.55","287.60","286.55","286.55","","-0.42%"
"01/21/1999","287.75","287.15","287.75","287.75","","0.17%"
"01/20/1999","287.25","286.65","287.25","287.25","","0.24%"
"01/19/1999","286.55","287.05","286.55","286.55","","-0.14%"
"01/18/1999","286.95","286.65","286.95","286.95","","-0.03%"
"01/15/1999","287.05","286.55","287.05","287.05","","0.07%"
"01/14/1999","286.85","286.25","286.85","286.85","","-0.03%"
"01/13/1999","286.95","288.85","286.95","286.95","","-0.55%"
"01/12/1999","288.55","292.90","288.55","288.55","","-1.49%"
"01/11/1999","292.90","291.50","292.90","292.90","","0.57%"
"01/08/1999","291.25","291.05","291.25","291.25","","-0.10%"
"01/07/1999","291.55","288.25","291.55","291.55","","1.32%"
"01/06/1999","287.75","287.00","287.75","287.75","","0.28%"
"01/05/1999","286.95","287.65","286.95","286.95","","-0.14%"
"01/04/1999","287.35","288.55","287.35","287.35","","-0.31%"
"12/31/1998","288.25","287.25","288.25","288.25","","0.38%"
"12/30/1998","287.15","286.25","287.15","287.15","","0.31%"
"12/29/1998","286.25","286.65","286.25","286.25","","-0.17%"
"12/28/1998","286.75","286.35","286.75","286.75","","0.00%"
"12/25/1998","286.75","286.25","286.75","286.75","","0.14%"
"12/24/1998","286.35","286.95","286.35","286.35","","-0.14%"
"12/23/1998","286.75","288.25","286.75","286.75","","-0.47%"
"12/22/1998","288.10","288.85","288.10","288.10","","-0.29%"
"12/21/1998","288.95","289.65","288.95","288.95","","-0.10%"
"12/18/1998","289.25","291.80","289.25","289.25","","-0.86%"
"12/17/1998","291.75","295.75","291.75","291.75","","-1.12%"
"12/16/1998","295.05","292.85","295.05","295.05","","0.79%"
"12/15/1998","292.75","291.35","292.75","292.75","","0.48%"
"12/14/1998","291.35","291.15","291.35","291.35","","0.17%"
"12/11/1998","290.85","294.70","290.85","290.85","","-1.16%"
